(rc-160,igf-i)	0	[nsubj, reduced, dobj]	1861	1.0
(tnf-r2,tnf-r1)	1	[dep, factor, nn]	1091	1.0
(tnf-r2,tnf-r1)	1	[appos, i, appos]	3557	1.0
(tnf-r2,tnf-r1)	1	[pobj, to, dep, to, pobj]	4371	1.0
(tnf-r2,tnf-r1)	1	[appos, receptor, appos]	4771	1.0
(tnf-r2,tnf-r1)	1	[amod, expression, prep_of]	5362	1.0
(tnf-r2,tnf-r1)	1	[appos, kda, appos]	5416	1.0
(tnf-r2,tnf-r1)	1	[appos, type, appos]	6839	1.0
(tiludronate,vegf)	2	[nsubj, suppressed, dobj, synthesis, amod]	5835	1.0
(il-11,il-10)	3	[dep, alpha, dep]	2961	1.0
(il-11,il-10)	3	[nn, factor, dep]	2988	1.0
(il-11,il-10)	3	[dep, oncostatin, dep]	4023	1.0
(il-11,il-10)	3	[appos, pdgfa, appos]	4727	1.0
(il-11,il-10)	3	[nn, m, appos]	6432	1.0
(il-11,il-10)	3	[appos, factor, appos]	7166	1.0
(il-2,il-5)	4	[amod, assays, nn]	93	1.0
(il-2,il-5)	4	[nn, rantes, appos]	162	1.0
(il-2,il-5)	4	[nsubj, induced, dobj, expression, nn]	611	1.0
(il-2,il-5)	4	[nsubj, stimulates, dobj, production, nn]	666	1.0
(il-2,il-5)	4	[dep, molecule, dep]	857	1.0
(il-2,il-5)	4	[nsubj, stimulates, dobj, production, prep_of]	914	1.0
(il-2,il-5)	4	[agent, induced, partmod, expression, nn]	1317	1.0
(il-2,il-5)	4	[nn, bcgf, appos]	1631	1.0
(il-2,il-5)	4	[nn, gamma, dep]	1717	1.0
(il-2,il-5)	4	[agent, stimulated, partmod, expression, amod]	1763	1.0
(il-2,il-5)	4	[appos, csf, appos]	1797	1.0
(il-2,il-5)	4	[amod, beta, amod]	1936	1.0
(il-2,il-5)	4	[nsubj, correlated, prep_with]	2171	1.0
(il-2,il-5)	4	[appos, interleukin, appos]	2245	1.0
(il-2,il-5)	4	[prep_of, amounts, amod]	2247	1.0
(il-2,il-5)	4	[prep_of, levels, nsubj]	2439	1.0
(il-2,il-5)	4	[nn, ratios, nn]	2631	1.0
(il-2,il-5)	4	[dep, ifn, dep]	2764	1.0
(il-2,il-5)	4	[dep, factor, dep]	2857	1.0
(il-2,il-5)	4	[nsubj, induced, dobj, expression, prep_of]	2909	1.0
(il-2,il-5)	4	[dep, alpha, dep]	2961	1.0
(il-2,il-5)	4	[appos, alpha, appos]	2987	1.0
(il-2,il-5)	4	[nn, factor, dep]	2988	1.0
(il-2,il-5)	4	[prep_with, synergized, nsubj]	2990	1.0
(il-2,il-5)	4	[appos, lt, appos]	3315	1.0
(il-2,il-5)	4	[dep, chain, dep]	3500	1.0
(il-2,il-5)	4	[appos, rantes, appos]	3828	1.0
(il-2,il-5)	4	[dep, mucosa, dep]	4003	1.0
(il-2,il-5)	4	[appos, beta, appos]	4242	1.0
(il-2,il-5)	4	[pobj, to, dep, to, pobj]	4371	1.0
(il-2,il-5)	4	[appos, ngf, appos]	4484	1.0
(il-2,il-5)	4	[nn, perforin, appos]	5129	1.0
(il-2,il-5)	4	[nsubj, induces, dobj]	5390	1.0
(il-2,il-5)	4	[xsubj, secrete, dobj]	5464	1.0
(il-2,il-5)	4	[nsubj, induced, acomp]	5480	1.0
(il-2,il-5)	4	[nn, hprt, appos]	5725	1.0
(il-2,il-5)	4	[prep_with, detected, nsubjpass]	6003	1.0
(il-2,il-5)	4	[dep, interferon, dep]	6543	1.0
(il-2,il-5)	4	[dep, gamma, dep]	6813	1.0
(il-2,il-5)	4	[nn, alpha, dep]	7161	1.0
(actd,actc)	5	[dep, levels, dep]	2598	1.0
(il-11,il-16)	6	[amod, lymphotoxin, amod]	1026	1.0
(fgf-7,fgf-2)	7	[appos, vegf, appos]	5490	1.0
(fgf-7,fgf-2)	7	[pobj, by, dep, by, pobj]	6262	1.0
(urokinase,fmlp)	8	[nsubj, binds, prep_to, receptor, nn]	2545	1.0
(clopidogrel,p-selectin)	9	[amod, treatment, nsubj, inhibited, dobj, expression, amod]	5153	1.0
(clopidogrel,p-selectin)	9	[nsubj, inhibited, dobj, expression, amod]	5523	1.0
(clopidogrel,p-selectin)	9	[nsubj, has, dobj, effects, prep_on, expression, prep_of, molecules, appos]	6260	1.0
(fgf-7,fgf-1)	10	[nsubj, potent, prep_than]	242	1.0
(fgf-7,fgf-1)	10	[appos, factor, appos, factor, appos]	6506	1.0
(il-11,il-13)	11	[amod, lymphotoxin, amod]	1026	1.0
(il-11,il-13)	11	[prep_with, combination, prep_in]	5983	1.0
(cd120b,cd120a)	12	[nsubjpass, expressed, prep_in, contrast, prep_to]	1004	1.0
(cd120b,cd120a)	12	[prep_for, positive, prep_for]	4676	1.0
(cd120b,cd120a)	12	[appos, kda, appos]	5416	1.0
(isoflurane,caspase-3)	13	[prep_on, activation, amod]	3513	1.0
(isoflurane,caspase-3)	13	[agent, induced, partmod, activation, amod]	6895	1.0
(estradiol,bmpr1a)	14	[nsubj, decreased, dobj, levels, prep_of]	1345	1.0
(duloxetine,icer)	15	[nsubj, had, dobj]	300	1.0
(zuclopenthixol,cyp2d6)	16	[prep_of, concentrations, prep_on, polymorphism, amod]	1700	1.0
(zuclopenthixol,cyp2d6)	16	[nsubjpass, metabolised, agent]	6527	1.0
(doxycycline,smad7)	17	[agent, induced, nsubjpass, expression, amod]	1832	1.0
(il-2,il-1)	18	[dep, alpha, dep, beta, amod]	217	1.0
(il-2,il-1)	18	[dep, alpha, dep, alpha, dep]	305	1.0
(il-2,il-1)	18	[prep_unlike, produced, nsubjpass]	506	1.0
(il-2,il-1)	18	[appos, beta, nn]	680	1.0
(il-2,il-1)	18	[nn, receptors, nn]	711	1.0
(il-2,il-1)	18	[appos, viii, nn]	1034	1.0
(il-2,il-1)	18	[dep, factor, nn]	1091	1.0
(il-2,il-1)	18	[dep, factor, amod]	1177	1.0
(il-2,il-1)	18	[appos, lt, nn]	1294	1.0
(il-2,il-1)	18	[amod, alpha, dep]	1340	1.0
(il-2,il-1)	18	[amod, responsiveness, appos]	1383	1.0
(il-2,il-1)	18	[dep, beta, nn]	1445	1.0
(il-2,il-1)	18	[nn, production, nsubjpass, stimulated, agent]	1591	1.0
(il-2,il-1)	18	[prep_of, secretion, amod]	1608	1.0
(il-2,il-1)	18	[appos, production, nn]	1660	1.0
(il-2,il-1)	18	[nn, expression, amod]	1685	1.0
(il-2,il-1)	18	[nn, levels, nn]	1728	1.0
(il-2,il-1)	18	[nn, beta, dep]	1799	1.0
(il-2,il-1)	18	[appos, interleukin, appos]	2245	1.0
(il-2,il-1)	18	[prep_of, effects, nsubj, dependent, prep_on]	2309	1.0
(il-2,il-1)	18	[pobj, with, dep, with, pobj]	2495	1.0
(il-2,il-1)	18	[appos, beta, amod]	2502	1.0
(il-2,il-1)	18	[dep, levels, nn]	2505	1.0
(il-2,il-1)	18	[dep, increased, nsubj]	2643	1.0
(il-2,il-1)	18	[appos, gcsf, appos]	2858	1.0
(il-2,il-1)	18	[dep, alpha, dep]	2961	1.0
(il-2,il-1)	18	[prep_with, synergized, nsubj]	2990	1.0
(il-2,il-1)	18	[appos, tnf, appos]	3119	1.0
(il-2,il-1)	18	[nsubj, similar, prep_to]	3120	1.0
(il-2,il-1)	18	[prep_with, synergizes, nsubj]	3157	1.0
(il-2,il-1)	18	[appos, interleukin, dep, antagonist, dep]	3225	1.0
(il-2,il-1)	18	[nn, treatment, nn]	3391	1.0
(il-2,il-1)	18	[appos, interferon, appos]	3656	1.0
(il-2,il-1)	18	[dep, alpha, nn]	3688	1.0
(il-2,il-1)	18	[appos, beta, appos, beta, nn]	3841	1.0
(il-2,il-1)	18	[appos, factor, appos, beta, nn]	4043	1.0
(il-2,il-1)	18	[rcmod, stimulated, prep_with]	4061	1.0
(il-2,il-1)	18	[nn, receptor, prep_of, expression, dobj, induced, nsubj]	4073	1.0
(il-2,il-1)	18	[appos, beta, appos]	4242	1.0
(il-2,il-1)	18	[nn, receptor, nn]	4352	1.0
(il-2,il-1)	18	[pobj, to, dep, to, pobj]	4371	1.0
(il-2,il-1)	18	[nn, therapy, nn]	4409	1.0
(il-2,il-1)	18	[appos, ngf, appos]	4484	1.0
(il-2,il-1)	18	[prep_to, respond, advcl, respond, prep_to]	4520	1.0
(il-2,il-1)	18	[dep, receptor, nn]	4542	1.0
(il-2,il-1)	18	[prep_with, act, xsubj]	4718	1.0
(il-2,il-1)	18	[appos, factor, nn]	4742	1.0
(il-2,il-1)	18	[appos, activity, appos]	4798	1.0
(il-2,il-1)	18	[nn, cells, nn]	4963	1.0
(il-2,il-1)	18	[nsubj, increased, advcl, decreased, nsubj]	4999	1.0
(il-2,il-1)	18	[nn, production, nsubjpass, augmented, agent, coculturing, prep_with]	5537	1.0
(il-2,il-1)	18	[prep_of, expression, amod]	5767	1.0
(il-2,il-1)	18	[appos, csf, nn]	5787	1.0
(il-2,il-1)	18	[nn, production, nn]	5939	1.0
(il-2,il-1)	18	[nsubj, superior, prep_to]	5950	1.0
(il-2,il-1)	18	[prep_with, combination, prep_in]	5983	1.0
(il-2,il-1)	18	[appos, alpha, nn]	6122	1.0
(il-2,il-1)	18	[agent, followed, partmod]	6133	1.0
(il-2,il-1)	18	[appos, antagonist, nn]	6165	1.0
(il-2,il-1)	18	[pobj, by, dep, by, pobj]	6262	1.0
(il-2,il-1)	18	[amod, beta, nn]	6363	1.0
(il-2,il-1)	18	[nn, synthesis, nn]	6739	1.0
(il-2,il-1)	18	[nn, toxicity, prep_in]	7137	1.0
(corticosteroids,leukotriene)	19	[appos, antagonist, amod]	142	1.0
(corticosteroids,leukotriene)	19	[appos, blockers, amod]	3043	1.0
(corticosteroids,leukotriene)	19	[appos, antagonists, amod]	3317	1.0
(corticosteroids,leukotriene)	19	[appos, agents, amod]	3334	1.0
(corticosteroids,leukotriene)	19	[prep_on, pathway, amod]	5461	1.0
(aminopterin,tangier)	20	[prep_to, resistant, xcomp, allowed, nsubj, transfection, prep_of, cells, prep_with, vector, partmod, containing, dobj, gene, nn]	4226	1.0
(il-11,il-18)	21	[appos, pdgfa, appos]	4727	1.0
(il-11,il-17)	22	[dep, ratio, nn]	1030	1.0
(tolbutamide,niddm)	23	[prep_in, patients, prep_with]	4083	1.0
(budesonide,galectin-7)	24	[nsubj, modulates, dobj, expression, amod]	4415	1.0
(budesonide,galectin-7)	24	[nsubj, affect, dobj, expression, amod]	6797	1.0
(collagenase,cartilage-derived)	25	[nn, inhibitor, amod]	2981	1.0
(pge2,pgd2)	26	[advcl, had, nsubj]	1082	1.0
(pge2,pgd2)	26	[appos, aa, appos]	1392	1.0
(pge2,pgd2)	26	[nsubj, had, advcl, inhibited, nsubj]	1856	1.0
(pge2,pgd2)	26	[amod, analog, appos]	2532	1.0
(pge2,pgd2)	26	[nn, alpha, nn]	2719	1.0
(pge2,pgd2)	26	[dep, alpha, dep]	2961	1.0
(pge2,pgd2)	26	[appos, alpha, appos]	2987	1.0
(pge2,pgd2)	26	[prep_to, reduced, nsubj]	3260	1.0
(pge2,pgd2)	26	[partmod, followed, agent]	3344	1.0
(pge2,pgd2)	26	[num, alpha, num]	3349	1.0
(pge2,pgd2)	26	[dep, aa, dep, rose, prep_with]	4575	1.0
(pge2,pgd2)	26	[nsubj, inhibit, dep]	4889	1.0
(pge2,pgd2)	26	[prep_than, potent, nsubj]	5394	1.0
(pge2,pgd2)	26	[nn, alpha, appos]	5793	1.0
(pge2,pgd2)	26	[appos, alpha, nn]	6122	1.0
(pge2,pgd2)	26	[dep, alpha, amod]	7138	1.0
(pge2,pgd2)	26	[nn, alpha, dep]	7161	1.0
(losartan,urat1)	27	[prep_on, level, prep_of, mrna, nn]	67	1.0
(losartan,urat1)	27	[nsubj, exhibited, prep_by]	1601	1.0
(losartan,urat1)	27	[nsubj, inhibited, dobj]	5863	1.0
(aldosterone,bmp-6)	28	[nsubj, decreased, dobj, expression, nn]	279	1.0
(aldosterone,bmp-6)	28	[amod, production, dobj, increases, nsubj]	6360	1.0
(il-11,il-27)	29	[nn, m, appos]	6432	1.0
(metformin,kcnq1)	30	[pobj, genotypes, num]	7097	1.0
(tamoxifen,af-1)	31	[nsubj, allows, dobj, activity, nn]	3894	1.0
(forskolin,sf-1)	32	[prep_on, level, prep_of, mrna, nn]	67	1.0
(forskolin,sf-1)	32	[nsubj, increased, dobj, expression, prep_of]	1172	1.0
(forskolin,sf-1)	32	[prep_with, treated, partmod, cells, prep_in, interacted, prep_with]	2269	1.0
(forskolin,sf-1)	32	[amod, levels, nn]	3594	1.0
(fluorescein,p-gp)	33	[nn, isothiocyanate, dobj, using, xcomp, measured, nsubjpass, expression, prep_of]	140	1.0
(melatonin,p130)	34	[nsubj, upregulates, dobj, expression, prep_of]	4579	1.0
(everolimus,egfr)	35	[partmod, designed, xcomp, test, dobj, inhibition, prep_of, target, prep_of, rapamycin, appos]	4285	1.0
(nadh,nad1)	36	[amod, gene, appos]	944	1.0
(nadh,nad1)	36	[nn, dehydrogenase, appos]	1929	1.0
(nadh,nad2)	37	[nn, dehydrogenase, appos]	1929	1.0
(nadh,nad3)	38	[nn, dehydrogenase, appos]	1929	1.0
